what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.ssh2,3.2.300.I20100526-0800,"org.eclipse.team.cvs.ssh2",1288024756185
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1288024757186
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288024758294
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288024764212
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288024847588
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288024888056
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288024889383
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288042805457
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288067000581
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288091351946
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288286580165
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288286580917
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288286582405
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288286609399
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288286863454
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288362519166
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288627612748
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288627635746
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288726689891
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288726691576
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288726693809
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288726699269
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288726699737
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288726699784
activated,perspective,org.eclipse.ui.ide.application,,"org.eclipse.ui.resourcePerspective",1289305683570
started,bundle,org.eclipse.osgi,3.6.0.v20100517,"org.eclipse.osgi",1289305683582
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1289305683599
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1289305683638
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1289305683663
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1289305683731
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1289305683740
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1289305683817
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1289305683829
started,bundle,org.eclipse.core.filesystem,1.3.0.v20100526-0737,"org.eclipse.core.filesystem",1289305683835
started,bundle,org.eclipse.core.jobs,3.5.0.v20100515,"org.eclipse.core.jobs",1289305683844
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1289305683855
started,bundle,org.eclipse.core.resources,3.6.0.v20100526-0737,"org.eclipse.core.resources",1289305683864
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1289305683882
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1289305683925
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1289305683943
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1289305683978
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1289305684005
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1289305684035
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1289305684044
started,bundle,org.eclipse.equinox.app,1.3.0.v20100512,"org.eclipse.equinox.app",1289305684052
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1289305684139
started,bundle,org.eclipse.equinox.ds,1.2.0.v20100507,"org.eclipse.equinox.ds",1289305684181
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1289305684226
started,bundle,org.eclipse.equinox.p2.core,2.0.0.v20100510,"org.eclipse.equinox.p2.core",1289305684232
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.200.v20100601,"org.eclipse.equinox.p2.directorywatcher",1289305684269
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1289305684295
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1289305684317
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1289305684318
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1289305684348
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1289305684422
started,bundle,org.eclipse.equinox.p2.repository,2.0.0.v20100519,"org.eclipse.equinox.p2.repository",1289305684434
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1289305684459
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.100.v20100503a,"org.eclipse.equinox.p2.updatechecker",1289305684537
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1289305684549
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1289305684561
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1289305684572
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1289305684581
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1289305684600
started,bundle,org.eclipse.jdt.apt.core,3.3.400.v20100513-0845,"org.eclipse.jdt.apt.core",1289305684608
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.300.v20100513-0845,"org.eclipse.jdt.apt.pluggable.core",1289305684637
started,bundle,org.eclipse.jdt.core,3.6.0.v_A58,"org.eclipse.jdt.core",1289305684658
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1289305684685
started,bundle,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit",1289305684709
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1289305684721
started,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1289305684721
started,bundle,org.eclipse.jface,3.6.0.I20100601-0800,"org.eclipse.jface",1289305684729
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1289305684789
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1289305684798
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1289305684826
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1289305684921
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1289305684934
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1289305684934
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1289305684957
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1289305684997
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1289305685013
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1289305685040
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1289305685052
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1289305685059
started,bundle,org.eclipse.team.cvs.ssh2,3.2.300.I20100526-0800,"org.eclipse.team.cvs.ssh2",1289305685061
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1289305685095
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1289305685107
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1289305685127
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1289305685149
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1289305685149
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1289305685152
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1289305685198
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1289305685200
started,bundle,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.resources",1289305685221
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1289305685253
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1289305685314
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1289305685343
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1289305685436
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1289305685443
started,bundle,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.adt",1289305685448
started,bundle,com.android.ide.eclipse.ddms,0.9.7.v201005071157-36220,"com.android.ide.eclipse.ddms",1289305685449
os,sysinfo,,,"win32",1289305685456
arch,sysinfo,,,"x86_64",1289305685456
ws,sysinfo,,,"win32",1289305685456
locale,sysinfo,,,"en_US",1289305685456
processors,sysinfo,,,"4",1289305685456
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1289305685456
java.runtime.version,sysinfo,,,"1.6.0_15-b03",1289305685456
java.specification.name,sysinfo,,,"Java Platform API Specification",1289305685456
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1289305685456
java.specification.version,sysinfo,,,"1.6",1289305685456
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1289305685456
java.version,sysinfo,,,"1.6.0_15",1289305685456
java.vm.info,sysinfo,,,"mixed mode",1289305685456
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1289305685456
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1289305685456
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1289305685456
java.vm.specification.version,sysinfo,,,"1.0",1289305685456
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1289305685456
java.vm.version,sysinfo,,,"14.1-b02",1289305685456
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1289305686086
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1289305686106
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1289305686902
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289305688766
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289305698046
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1289305709551
opened,view,com.android.ide.eclipse.ddms,0.9.7.v201005071157-36220,"com.android.ide.eclipse.ddms.views.ThreadView",1289305724798
activated,perspective,com.android.ide.eclipse.ddms,0.9.7.v201005071157-36220,"com.android.ide.eclipse.ddms.Perspective",1289305724828
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1289305724871
activated,perspective,org.eclipse.ui.ide.application,,"org.eclipse.ui.resourcePerspective",1289305732053
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289305756024
started,bundle,org.eclipse.equinox.security.ui,1.0.200.v20100503,"org.eclipse.equinox.security.ui",1289305776570
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289305787618
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289305787662
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289305861971
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.import",1289305861992
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289305902928
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289305950553
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289305953076
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289305955335
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289306105981
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289306107388
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289306132075
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289306139320
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289306140606
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289306141682
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289306149938
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289306236694
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289306237141
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289306253423
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289307253316
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.import",1289307253348
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1289307254814
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1289307258090
executed,command,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui.update",1289307278042
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289307278448
error,log,,,"Could not connect to :pserver:wlalinde@174.143.202.184:2401/var/lib/cvs: Cannot connect to host: Connection timed out: connect",1289307299149
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289307453340
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289307599575
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289307744530
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1289307767247
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1289307770601
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1289307782473
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1289307782613
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1289307782629
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1289307782691
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1289307786311
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1289307786482
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1289307787340
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1289307787543
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1289307789540
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1289307789727
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1289307795499
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1289307798806
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289307932483
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289308048470
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1289308069717
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.buildProject",1289308079810
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289308080154
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289308114739
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1289308147140
started,bundle,org.eclipse.jdt.junit.core,3.6.0.v20100526-0800,"org.eclipse.jdt.junit.core",1289308147234
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1289308151929
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289308152007
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289308155034
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289308166905
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289308193651
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1289308193666
activated,perspective,com.android.ide.eclipse.ddms,0.9.7.v201005071157-36220,"com.android.ide.eclipse.ddms.Perspective",1289308210046
opened,view,com.android.ide.eclipse.ddms,0.9.7.v201005071157-36220,"com.android.ide.eclipse.ddms.views.DeviceView",1289308277822
activated,view,com.android.ide.eclipse.ddms,0.9.7.v201005071157-36220,"com.android.ide.eclipse.ddms.views.DeviceView",1289308277869
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.views.showView",1289308277869
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289308330956
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289308337274
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289308483554
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289311218990
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289311227180
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289311286125
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289311290275
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289311305681
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289311500697
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289311526797
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289312234620
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289312265600
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289312265722
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1289312287742
activated,perspective,org.eclipse.ui.ide.application,,"org.eclipse.ui.resourcePerspective",1289312291819
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1289312297396
executed,command,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui.update",1289312332401
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289312332715
error,log,,,"Could not connect to :pserver:wlalinde@174.143.202.184:2401/var/lib/cvs: Cannot connect to host: Connection timed out: connect",1289312353477
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289312377157
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289312378555
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289313082642
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289313082767
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289313086184
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289313086371
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1289313087057
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1289313087088
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1289313087151
